,id,title,genre,original_price,discounted_price,release_date,developer,publisher,overall_rating,overall_vote_count,recent_rating,recent_vote_count,metacritic_score,tags,awards,description,platforms,minimum_requirements,recommended_requirements,similar_games
2448,287020,Harvester,Adventure,₹ 299,₹ 299,"25 Sep, 1996",DigiFX Interactive,Nightdive Studios,Very Positive,555,Very Positive,555,53,"['Horror', 'FMV', 'Adventure', 'Point & Click', 'Gore', 'Classic', 'Dark Humor', 'Violent', 'Masterpiece', 'Satire', 'Cult Classic', ""1990's"", 'Singleplayer', 'Retro', 'Story Rich', 'Comedy', 'Surreal', 'Puzzle', 'Atmospheric', 'Funny']",,,"['win', 'linux']","['OS: Windows XP / Vista / 7', 'Processor: 1.0 GHz Processor', 'Memory: 512 MB RAM', 'Graphics: 100% DirectX compatible graphics', 'Storage: 2 GB available space', 'Sound Card: 100% DirectX compatible card or onboard sound']","['OS: Windows 7', 'Processor: 1.5 GHz Processor', 'Memory: 1 GB RAM', 'Graphics: 100% DirectX compatible graphics', 'Storage: 2 GB available space', 'Sound Card: 100% DirectX compatible card or onboard sound']","[501990, 1148590, 730820, 32460, 1010750, 730830, 63660, 388210, 63610, 643620, 6010, 33600, 245390, 421120, 302350, 255940, 292390, 262000]"
2449,313650,Time Mysteries 2: The Ancient Spectres,Casual,₹ 369,₹ 369,"4 Nov, 2011",Artifex Mundi,Artifex Mundi,Mixed,161,Mixed,161,0,"['Hidden Object', 'Casual', 'Female Protagonist', 'Puzzle', 'Point & Click', 'Adventure', 'Mystery', 'Time Travel', 'Singleplayer', 'Horror', 'Fantasy', 'Family Friendly', 'Indie', '2D', 'Story Rich', 'Great Soundtrack', 'Atmospheric', 'Cartoony']",,"It is the year 1830, and a young governess named Ester has just received a letter that will change her life forever.","['win', 'mac', 'linux']","['OS: Windows XP, Windows Vista, Windows 7, Windows 8', 'Processor: 1.5 GHz', 'Memory: 512 MB RAM', 'Graphics: 128 MB VRAM', 'DirectX: Version 9.0', 'Storage: 1 GB available space']","['OS: Windows XP, Windows Vista, Windows 7, Windows 8', 'Processor: 2 GHz', 'Memory: 1 GB RAM', 'Graphics: 256 MB VRAM', 'DirectX: Version 9.0', 'Storage: 1 GB available space']","[319630, 567640, 288160, 284850, 413410, 284770, 279800, 1038450, 284750, 456750, 425580, 464340, 495110, 421740, 532110, 284810, 31800, 406870]"
2450,600370,Paradigm,Adventure,₹ 479,₹ 479,"5 Apr, 2017",Jacob Janerka,Jacob Janerka,Overwhelmingly Positive,624,Overwhelmingly Positive,624,85,"['Adventure', 'Indie', 'Point & Click', 'Comedy', 'Funny', 'Surreal', 'Great Soundtrack', 'Singleplayer', 'Story Rich', '2D', 'Atmospheric']",,,"['win', 'mac', 'linux']","['OS: Windows Vista/7', 'Processor: 2 GHz (Dual Core)', 'Memory: 2 GB RAM', 'Graphics: OpenGL 2.0 compatible with 512 MB RAM (Shared Memory is not recommended)', 'DirectX: Version 9.0c', 'Storage: 5 GB available space', 'Additional Notes: mouse']","['OS: Windows Vista/7/10', 'Processor: Intel Core I3', 'Memory: 4 GB RAM', 'Graphics: 1 GB dedicated graphics', 'DirectX: Version 9.0c', 'Storage: 5 GB available space', 'Additional Notes: mouse']","[787480, 220740, 569860, 391540, 620, 508440, 844590, 32360, 231200, 239030, 413410, 638970, 3590, 927380, 532210, 848350, 421050, 253230]"
2451,811320,Jupiter Hell,Indie,₹ 569,₹ 455,"1 Aug, 2019",ChaosForge,ChaosForge,Very Positive,194,Very Positive,194,0,"['Roguelike', 'Strategy', 'Indie', 'RPG', 'Turn-Based', 'Grid-Based Movement', 'Traditional Roguelike', 'Violent', 'Early Access', 'Gore', 'Sci-fi', 'Horror']",,"Jupiter Hell is a classic, turn-based roguelike set in a 90's flavored sci-fi universe. Set on the moons of Jupiter, the game pits a lone space marine against overwhelming demonic forces. Rip and tear zombies, demons and unmentionable monstrosities, using classic weaponry such as shotguns, chainguns, railguns and the trusty chainsaw. All to the shine of CRT monitors and the tune of heavy metal!","['win', 'mac', 'linux']","['Requires a 64-bit processor and operating system', 'OS: Windows® 7, 64-bit', 'Memory: 8 GB RAM', 'Graphics: OpenGL 4.3+ compatible', 'Storage: 2 GB available space', 'Sound Card: DirectX compatible sound card']","['Requires a 64-bit processor and operating system', 'OS: Windows® 7, 64-bit', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 960 or better', 'Storage: 2 GB available space', 'Sound Card: DirectX compatible sound card']","[625960, 978520, 333640, 1184050, 590380, 722730, 913740, 379210, 981430, 288120, 351700, 333300, 916840, 1194930, 233700, 698640, 676830, 561740]"
2452,411970,TY the Tasmanian Tiger 2,Action,₹ 459,₹ 459,"12 Dec, 2017",Krome Studios,Krome Studios,Very Positive,417,Very Positive,417,0,"['Adventure', 'Action', 'Indie', '3D Platformer', 'Classic', 'Open World', 'Platformer', 'Singleplayer', 'Third Person', 'Great Soundtrack', 'Remake', 'Retro', 'Early Access', 'Family Friendly']",,,['win'],"['OS: Windows® 7 SP1, Windows® 8/8.1 (32bit and 64bit), Windows® 10 (32bit and 64bit)', 'Processor: Intel Core i3/i5/i7 1.8 GHz CPU dual-core. AMD 2.0 GHz dual-core.', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce 260 / Radeon HD 4000 Series / Intel HD Graphics 4000 with OpenGL 3.3 minimum.', 'Storage: 3 GB available space', 'Sound Card: DirectX 9.0c-compliant', 'Additional Notes: Xinput controller compliant']","['OS: Windows® 7 SP1, Windows® 8/8.1 (32bit and 64bit), Windows® 10 (32bit and 64bit)', 'Processor: Intel quad-core 3.0 GHz or dual-core 3.2 GHz. AMD 3.4 GHz quad-core', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 770 2GB / Radeon HD 7970 3GB with OpenGL 3.3 minimum.', 'Storage: 3 GB available space', 'Sound Card: DirectX 9.0c-compliant', 'Additional Notes: Xinput controller compliant']","[996580, 731490, 253230, 213610, 595520, 360430, 582010, 292030, 362890, 12120, 489830, 71250, 814380, 287700, 924980, 288470, 339340, 637650]"
2453,403780,Color Symphony 2,Action,₹ 369,₹ 369,"16 Oct, 2015",REMIMORY,REMIMORY,Positive,37,Positive,37,0,"['Indie', 'Action', 'Platformer', 'Puzzle Platformer', '2D', 'Surreal', 'Atmospheric', 'Puzzle', 'Side Scroller', 'Controller', 'Experimental', 'Singleplayer', 'Dark', 'Replay Value', 'Arcade', 'Casual', 'Fast-Paced', 'Cute', 'Difficult']",,,"['win', 'mac', 'linux']",,,"[261570, 424840, 367520, 504230, 690640, 383980, 48000, 683320, 1061090, 1147560, 860950, 431940, 322170, 304430, 851100, 846470, 814370, 283640]"
2454,379210,Wayward,Adventure,₹ 349,₹ 349,"22 Apr, 2016",Unlok,Unlok,Mostly Positive,12,Very Positive,639,0,"['Survival', 'Open World Survival Craft', 'Pixel Graphics', 'Crafting', 'Traditional Roguelike', 'RPG', 'Roguelike', 'Adventure', 'Indie', 'Early Access', 'Simulation', 'Open World', 'Sandbox', 'Grid-Based Movement', 'Turn-Based', '2D', 'Multiplayer', 'Top-Down', 'Inventory Management', 'Fantasy']",,,"['win', 'mac', 'linux']","['OS: Windows 7, Windows 8, Windows 10', 'Processor: 2.2 GHz dual core or better', 'Memory: 2 GB RAM', 'Graphics: GPU with WebGL support, 512MB of video memory, and at least 128 GFLOPS.', 'Storage: 1 GB available space', 'Additional Notes: View hardware compatibility issue list: http://www.waywardgame.com/compatibility']","['OS: Windows 10', 'Memory: 4 GB RAM', 'Graphics: GPU with WebGL support, 1GB of video memory, and at least 512 GFLOPS.']","[105600, 648800, 219740, 251570, 346110, 440900, 322330, 211820, 815370, 242760, 313120, 361420, 383120, 1069640, 382310, 244850, 895400, 751780]"
2455,493900,Dungeons 3,Simulation,₹ 849,₹ 849,"13 Oct, 2017",Realmforge Studios,Kalypso Media,Very Positive,80,Very Positive,9404,75,"['Strategy', 'Simulation', 'Villain Protagonist', 'RTS', 'Fantasy', 'Management', 'Comedy', 'Base Building', 'Multiplayer', 'Economy', 'RPG', 'Co-op', 'Funny', 'Dungeon Crawler', 'Female Protagonist', 'Dark Humor', 'God Game', 'Singleplayer', 'Tower Defense', 'Online Co-Op']",,,"['win', 'mac', 'linux']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 64-bit', 'Processor: Intel Quad Core 2.8 GHz (i7 900 series) or 3.5 GHz AMD (FX 6000 series)', 'Memory: 4 GB RAM', 'Graphics: AMD/NVIDIA dedicated graphic card, with at least 1024MB of dedicated VRAM and with  at least DirectX 11 and Shader Model 5.0 support (AMD Radeon HD 7000 series and NVIDIA  GeForce GTX 600 series)', 'DirectX: Version 11', 'Storage: 5 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-bit', 'Processor: Quad core 3.5 GHz or higher (Intel i5 4000 Series / AMD Ryzen 3  Series)', 'Memory: 8 GB RAM', 'Graphics: AMD/NVIDIA dedicated graphic card, with at least 3072MB of dedicated VRAM and with  at least DirectX 11 and Shader Model 5.0 support (AMD R9 300 Series and NVIDIA GeForce GTX 900 Series or better)', 'DirectX: Version 11', 'Storage: 5 GB available space']","[230190, 17480, 427520, 40980, 3720, 1258080, 262280, 911430, 817540, 459220, 40960, 311290, 287450, 1115690, 375910, 201790, 245620, 506140]"
2456,1304910,My Hidden Things,Casual,₹ 329,₹ 329,"4 Jun, 2020",Six Dots,Six Dots,Positive,11,Positive,11,0,"['Casual', 'Indie', 'Puzzle', 'Beautiful', 'Story Rich', 'Hidden Object', 'Exploration', 'Experimental', 'Minimalist', '2D', 'Cute', 'Hand-drawn', 'Atmospheric', 'Drama', 'Psychological', 'Relaxing', 'Romance', 'Thriller', 'Emotional', 'Narration']",,,['win'],"['OS: 10', 'Processor: Intel Core i3 4100U', 'Memory: 4096 MB RAM', 'Graphics: Nvidia Geforce 710', 'DirectX: Version 9.0', 'Storage: 700 MB available space']","['OS: 10', 'Processor: Intel Core i3 7100', 'Memory: 8192 MB RAM', 'Graphics: Nvidia Geforce 950', 'DirectX: Version 11', 'Storage: 700 MB available space']","[683320, 557600, 1137350, 890720, 465100, 435400, 501790, 524910, 1150460, 532110, 40700, 224760, 1202900, 319870, 400630, 809880, 284770, 1119710]"
2457,917840,Wintermoor Tactics Club,Adventure,₹ 574,₹ 379,"5 May, 2020",EVC,Versus Evil,Very Positive,88,Very Positive,88,82,"['Adventure', 'RPG', 'Strategy', 'Indie', 'Turn-Based Tactics', 'Visual Novel', 'Female Protagonist', 'Story Rich', 'Funny', 'Snow', 'Tactical RPG', 'Turn-Based Strategy']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/917840/extras/imb_pax_west_2019_laurels.png?t=1592350661""><br/><img src=""https://steamcdn-a.akamaihd.net/steam/apps/917840/extras/imb_gdc_2019_laurels.png?t=1592350661""><br/><img src=""https://steamcdn-a.akamaihd.net/steam/apps/917840/extras/19_SXSW_Gaming_Pitch-Contestant_white_web.png?t=1592350661""><br/><img src=""https://steamcdn-a.akamaihd.net/steam/apps/917840/extras/official-selection-seattle-indies.png?t=1592350661""> </img></img></img></img></div>",,['win'],,,"[470310, 485460, 699170, 290340, 691690, 957710, 546430, 607050, 994730, 346940, 251150, 237990, 281640, 282900, 1151440, 1149550, 1224290, 351710]"
2458,428370,Windlands,Adventure,₹ 565,₹ 565,"5 Apr, 2016",Psytec Games Ltd,Psytec Games Ltd,Mostly Positive,726,Mostly Positive,726,0,"['VR', 'Adventure', 'Indie', 'Exploration', 'First-Person', 'Great Soundtrack', 'Replay Value', 'Atmospheric', 'Platformer', 'Singleplayer', 'Fantasy', 'Parkour', 'Early Access', 'Competitive', 'Open World', 'RPG', 'Racing']",,,,"['OS: Windows 7 SP1 or newer', 'Processor: Dual Core 2.33 GHz Intel or 3.0 GHz AMD', 'Memory: 4 GB RAM', 'Graphics: Geforce GTX 8800, AMD Radeon 4850 or Intel HD Graphics 5200 or better (2GB graphics memory or more. Shader Model 3.0 needs to be supported). Minimum supported resolutions 1280×720 and 1024×768.', 'DirectX: Version 11', 'Storage: 3 MB available space', 'Sound Card: Direct X Compatible', 'Additional Notes: This is for 2D standard version, VR version higher req as per Oculus standards']","['OS: Windows 7 SP1 or newer', 'Processor: Intel i5-4590 equivalent or greater', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 970 / AMD 290 equivalent or greater (2GB graphics memory or more).', 'Storage: 3 GB available space', 'Sound Card: Direct X 11 Compatible', 'Additional Notes: Minimum Requirements to Run VR Version']","[611670, 22330, 753640, 582010, 412020, 17410, 433340, 489830, 367520, 1057090, 275850, 227300, 823500, 305620, 22320, 746850, 261570, 991170]"
2459,424280,Iron Snout,Action,Free,Free,"27 Jan, 2016",SnoutUp,SnoutUp,Overwhelmingly Positive,106,Overwhelmingly Positive,15690,0,"['Free to Play', '2D Fighter', 'Funny', 'Action', 'Fighting', 'Gore', '2D', 'Indie', 'Singleplayer', 'Cartoon', 'Blood', 'Survival', 'Violent', 'Fast-Paced', 'Casual', 'Arcade', ""Beat 'em up"", 'Cute', 'Difficult', 'Co-op']",,,"['win', 'mac', 'linux']",,,"[291550, 976310, 674940, 574980, 383980, 245170, 307780, 337320, 578620, 774361, 1118200, 980300, 535520, 394310, 94400, 332950, 1067850, 402840]"
2460,1188200,My Super Defender: Battle Santa Edition,Action,₹ 199,₹ 199,"12 Dec, 2019",Mortis Games,Hase Games,1 user reviews,- Need more user reviews to generate a score,1 user reviews,- Need more user reviews to generate a score,0,"[""Beat 'em up"", '3D Fighter', 'Casual', 'Tower Defense', 'PvE', 'Difficult', 'Real-Time', 'Fighting', 'Arcade', 'Action RPG', 'Action-Adventure', 'RPG', 'Strategy', 'Third Person', '3D', 'Cute', 'Snow', 'Relaxing', 'Funny', 'Flight']",,,['win'],"['OS: Microsoft® Windows® 7 / 8 / 8.1 / 10', 'Processor: 2.4 GHz Intel Core 2 Duo', 'Memory: 512 MB RAM', 'Graphics: DirectX 11.0 compatible GPU', 'DirectX: Version 11', 'Storage: 300 MB available space', 'Additional Notes: Keyboard']","['OS: Microsoft® Windows® 7 / 8 / 8.1 / 10', 'Processor: 2.8 GHz Intel Core 2 Duo', 'Memory: 1 GB RAM', 'Graphics: DirectX 11.0 compatible GPU', 'DirectX: Version 11', 'Storage: 300 MB available space', 'Additional Notes: Keyboard']",[811720]
2461,885100,Intelligence Trader,Indie,₹ 349,₹ 349,"3 Aug, 2018",Dreambakers,Dreambakers,Mostly Negative,52,Mostly Negative,52,0,"['Early Access', 'Strategy', 'Indie', 'Conspiracy', 'Politics', 'Investigation', 'Diplomacy', 'Political', 'Alternate History', 'Choices Matter', 'Replay Value', 'Multiple Endings', 'Singleplayer', '2D', 'Historical', 'Grand Strategy', 'Narration', '1980s', 'Management', 'Character Customization']",,,"['win', 'mac']",,,"[784150, 1219950, 680980, 933700, 867610, 1018270, 1067810, 1016710, 1098720]"
2462,1100140,Touhou Fuujinroku ~ Mountain of Faith.,Action,₹ 459,₹ 459,"17 Aug, 2007",上海アリス幻樂団,"Mediascape Co., Ltd.",Very Positive,93,Very Positive,93,0,"['Indie', 'Action', 'Faith', ""Shoot 'Em Up"", 'Singleplayer', 'Female Protagonist', '2D', 'Bullet Hell', 'Great Soundtrack', 'Anime', 'Difficult']",,,['win'],"['OS: Windows 7/8/10', 'Processor: Core 2 Duo or faster', 'Memory: 1024 MB RAM', 'Graphics: Shader Model 2.0 compatible', 'DirectX: Version 9.0c', 'Storage: 450 MB available space', 'Sound Card: DirectSound compatible']","['Memory: 2048 MB RAM', 'Additional Notes: Controller recommended']","[1079160, 268910, 851100, 774171, 200210, 1100150, 504230, 367520, 937580, 692850, 913060, 214490, 524220, 311690, 531510, 620980, 1043240, 1100160]"
2463,1020270,Demon Hunter 5: Ascendance,Adventure,₹ 459,₹ 459,"4 Apr, 2019",Brave Giant LTD,Artifex Mundi,Very Positive,51,Very Positive,51,0,"['Adventure', 'Casual', 'Hidden Object', 'Horror', 'Investigation', 'Hand-drawn', 'Singleplayer', 'Puzzle', '2D', 'Mystery', 'Atmospheric', 'Mouse only', 'Point & Click', 'Colorful']",,"You are Hector Cole, member of a long-forgotten order and a freelance Demon Hunter. As a specialist in paranormal investigations, your skills are highly sought-after by those with problems of an otherworldly nature. One such a person is Edmund Strange, the owner and curator of The Museum of Mysticism and Monstrosity.","['win', 'mac', 'linux']","['OS: Windows 7, Windows 8, Windows 10', 'Processor: 2.0 GHz', 'Memory: 1 GB RAM', 'Graphics: 256 MB VRAM', 'Storage: 2 GB available space']","['OS: Windows 7, Windows 8, Windows 10', 'Processor: 2.5 GHz', 'Memory: 1 GB RAM', 'Graphics: 512 MB VRAM', 'Storage: 2 GB available space']","[567640, 683320, 413420, 288160, 1104380, 350640, 241260, 465100, 456750, 557600, 942970, 541570, 421740, 501790, 425580, 532110, 205650, 31800]"
2464,954740,Terminator: Resistance,Action,"₹ 1,800","₹ 1,800","14 Nov, 2019",Teyon,Reef Entertainment,Very Positive,88,Very Positive,3046,60,"['FPS', 'Shooter', 'Post-apocalyptic', 'Choices Matter', 'RPG', 'First-Person', 'Multiple Endings', 'Story Rich', 'Open World', 'Action', 'Sci-fi', 'Robots', 'Atmospheric', 'Crafting', 'Adventure', 'Futuristic', 'Singleplayer', 'Violent', 'Great Soundtrack', 'Cinematic']",,,['win'],"['OS: Windows 7/8/10 64-bit', 'Processor: Intel Core i3 4160 @ 3.6GHz/AMD FX 8350 @ 4.0GHz or better', 'Memory: 8 GB RAM', 'Graphics: Nvidia GTX 1050/AMD RX 560 or better', 'DirectX: Version 11', 'Storage: 32 GB available space', 'Sound Card: DirectX compatible soundcard or onboard chipset', 'Additional Notes: Estimated for 1080p 60fps at medium settings']","['OS: Windows 7/8/10 64-bit', 'Processor: Intel Core i5 8400 @ 2.8GHz/AMD Ryzen 5 2600 @ 3.4GHz or better', 'Memory: 8 GB RAM', 'Graphics: Nvidia GTX 1070/AMD RX 590 or better', 'DirectX: Version 11', 'Storage: 32 GB available space', 'Sound Card: DirectX compatible soundcard or onboard chipset', 'Additional Notes: Estimated for 1440p and higher, 60fps with high or epic settings']","[377160, 412020, 782330, 311210, 524220, 546560, 337000, 939960, 1085660, 704270, 362890, 397540, 292730, 976730, 108800, 552520, 8980, 218230]"
2465,674170,DriftForce,Action,₹ 199,₹ 199,"16 Apr, 2019",Greyish Games,Greyish Games,Mostly Positive,42,Mostly Positive,42,0,"['Racing', 'Sports', 'Casual', 'Action', 'Indie', 'Procedural Generation', 'Fast-Paced', 'Sci-fi', 'Arcade', 'Score Attack', 'Singleplayer', 'Atmospheric', 'Difficult', 'Physics', 'Competitive']",,"DriftForce is a game about maneuvering high speed anti-gravity drones through a procedurally generated track filled with obstacles and turns. Easy to learn, hard to master, the game will test your reflexes with extreme speeds that increase the longer you survive. Collect orbs along the way to gain score, shield and boost meter.",['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7 64-bit', 'Processor: 2.3 GHz Quad Core', 'Memory: 4 GB RAM', 'Graphics: GeForce 900 series or equivalent', 'DirectX: Version 11', 'Storage: 1200 MB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 64-bit', 'Processor: 3.00+ GHz Quad Core', 'Memory: 8 GB RAM', 'Graphics: GeForce 10 series or equivalent', 'DirectX: Version 12', 'Storage: 1200 MB available space']","[1222680, 228380, 378860, 520950, 703860, 711540, 232910, 396900, 421020, 517710, 310560, 732430, 913060, 389140, 423230, 899390, 233610, 1122720]"
2466,444800,NO THING,Action,₹ 229,₹ 229,"7 Apr, 2016",Evil Indie Games,Evil Indie Games,Very Positive,160,Very Positive,160,0,"['Indie', 'Action', 'Adventure', 'Great Soundtrack', 'Minimalist', 'Surreal', 'Abstract', 'Difficult', 'First-Person', 'Runner', 'Psychedelic']",,,"['win', 'mac', 'linux']","['OS: Windows XP, Vista, 7, 8, 10', 'Processor: 2.0 Ghz', 'Memory: 2 GB RAM', 'Storage: 300 MB available space']","['OS: Windows 7, 8, 10', 'Processor: 2.0 Ghz+', 'Memory: 4 GB RAM', 'Graphics: Pixel Shader 3.0', 'Storage: 300 MB available space']","[620980, 505230, 367520, 214490, 753640, 823500, 261570, 504230, 322500, 617830, 960690, 219890, 382560, 1209490, 521890, 303210, 219150, 332950]"
2467,1067400,Drawn Down,Adventure,₹ 125,₹ 125,"31 Aug, 2018",Studio Hazy,Studio Hazy,9 user reviews,- Need more user reviews to generate a score,9 user reviews,- Need more user reviews to generate a score,0,"['Adventure', 'Indie', 'Point & Click', 'Noir', 'Crime', 'Artificial Intelligence', 'Conspiracy', 'Detective', 'Mystery', 'Story Rich', 'Great Soundtrack', '2D', 'Retro', 'Thriller', 'Cyberpunk', 'Short', 'Pixel Graphics']",,"It's 2036 and technology continues to spiral out of control. London's criminals find new ways to stay ahead of the police, but with the imminent introduction of the Damocles Armoured Fighting Robot to the police, what new scheme will they come up with next?","['win', 'mac']","['Requires a 64-bit processor and operating system', 'OS: 7', 'Processor: 1.7 GHz (Dual Core)', 'Memory: 2 GB RAM', 'Graphics: Intel HD 4000', 'Storage: 300 MB available space']",['Requires a 64-bit processor and operating system'],"[787480, 632470, 110800, 653530, 413410, 1003890, 1019310, 501790, 319630, 761460, 942970, 241260, 762830, 250320, 844590, 359510, 569860, 443810]"
2468,895370,DollKart,Racing,₹ 125,₹ 125,"1 Aug, 2018",OKSoft,OKSoft,3 user reviews,- Need more user reviews to generate a score,3 user reviews,- Need more user reviews to generate a score,0,"['Racing', 'Split Screen', 'Indie', 'Driving', 'Survival', 'Multiplayer', 'Physics', 'Procedural Generation', 'Local Multiplayer']",,DollKart is a survival race against time. There is an infinite number of procedurally generated tracks to conquer both alone and with a friend in split screen.,"['win', 'linux']","['Requires a 64-bit processor and operating system', 'OS: Windows XP or newer', 'Processor: Intel Pentium series or equivalent', 'Memory: 400 MB RAM', 'Graphics: Anything with dx9+ support, will run on integrated graphics.', 'DirectX: Version 9.0', 'Storage: 130 MB available space', ""Sound Card: if your pc can make sounds, it's fine"", 'Additional Notes: The faster your processor, the faster you can load into the game as the generation of the map involves a lot of calculations.']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 or newer', 'Processor: Intel i5/Ryzen 5 series or equivalent', 'Memory: 600 MB RAM', 'Graphics: 1 GB VRAM or above', 'DirectX: Version 10', 'Network: Broadband Internet connection', 'Storage: 200 MB available space', ""Sound Card: if your pc can make sounds, it's fine"", 'Additional Notes: The faster your processor, the faster you can load into the game as the generation of the map involves a lot of calculations.']","[1222680, 228380, 252950, 244210, 645630, 1262600, 396900, 675010, 493490, 585420, 635260, 520950, 1127980, 621830, 552100, 263280, 255220, 207140]"
2469,1261970,GUNBIRD,Action,₹ 349,₹ 349,"10 May, 2020","CITY CONNECTION, Zerodiv",CITY CONNECTION,Positive,27,Positive,27,0,"['Action', 'Arcade', ""Shoot 'Em Up"", 'Pixel Graphics', 'Shooter', 'Classic', '2D', 'Anime', 'Bullet Hell']",,,['win'],,,"[985890, 366250, 310950, 200210, 327030, 34270, 1149440, 268910, 913060, 858210, 383980, 1209490, 546050, 586200, 999020, 574980, 851100, 253750]"
2470,1046930,Dota Underlords,Casual,Free,Free,"20 Jun, 2019",Valve,Valve,Mostly Positive,746,Very Positive,83420,0,"['Free to Play', 'Strategy', 'Casual', 'Auto Battler', 'Multiplayer', 'Tactical', 'Turn-Based Tactics', 'Chess', 'Turn-Based', 'Mature', 'Competitive', 'Fantasy', 'Singleplayer', 'Deckbuilding', 'Card Game', 'Board Game', 'Automation', 'Co-op', 'PvP', 'MOBA']",,NEXT GENERATION AUTO-BATTLER,"['win', 'mac', 'linux']","['Requires a 64-bit processor and operating system', 'OS: 64-bit Windows 7 / 8 / 10', 'Processor: Intel i5, 2.4 Ghz or better', 'Memory: 4 GB RAM', 'Graphics: Integrated HD Graphics 520 w/128 MB or better', 'Network: Broadband Internet connection', 'Storage: 7 GB available space', 'Sound Card: DirectX Compatible Sound Card']",['Requires a 64-bit processor and operating system'],"[601510, 453480, 1128810, 312450, 1022310, 607050, 215080, 705220, 364470, 1283960, 276810, 1025440, 322910, 583950, 61700, 609940, 790600, 312280]"
2471,977300,Fenimore Fillmore: 3 Skulls of the Toltecs,Adventure,₹ 349,₹ 349,"14 Mar, 2019",Casual Brothers,Casual Brothers,Positive,35,Positive,35,0,"['Adventure', 'Classic', 'Retro', ""1990's"", 'Cult Classic', 'Remake', 'Masterpiece', 'Point & Click', 'Indie', 'Comedy', 'Singleplayer', 'Cartoony', 'Funny', 'Story Rich']",,,['win'],"['OS: Windows 7', 'Processor: 1.5 Ghz', 'Memory: 1 GB RAM', 'Graphics: DirectX 11 compatible card with at least 512 MB VRAM', 'DirectX: Version 11', 'Storage: 1 GB available space']","['OS: Windows 7/8/10', 'Processor: 2.0 Ghz', 'Memory: 1 GB RAM', 'Graphics: DirectX 11 compatible card with at least 1 GB VRAM', 'DirectX: Version 11', 'Storage: 1 GB available space']","[730820, 388210, 32460, 32360, 569860, 787480, 730830, 304240, 316790, 6010, 731490, 288470, 33600, 1148590, 421120, 262940, 228360, 355170]"
2472,745880,Touhou Tenkuushou ~ Hidden Star in Four Seasons.,Action,₹ 459,₹ 459,"11 Aug, 2017",上海アリス幻樂団,"Mediascape Co., Ltd.",Very Positive,21,Overwhelmingly Positive,4117,0,"['Bullet Hell', 'Great Soundtrack', 'Difficult', ""Shoot 'Em Up"", 'Female Protagonist', 'Indie', 'Singleplayer', 'Faith', 'Cute', 'Arcade', '2D', 'Fantasy', 'Lore-Rich', 'Story Rich', 'Cult Classic', 'Anime', 'Action', 'Casual', 'Family Friendly', 'Shooter']",,,['win'],"['OS: Windows 7/8/10', 'Processor: Core 2 Duo or faster', 'Memory: 1024 MB RAM', 'Graphics: Shader Model 2.0 compatible', 'DirectX: Version 9.0c', 'Storage: 600 MB available space', 'Sound Card: DirectSound compatible']","['Memory: 2048 MB RAM', 'Additional Notes: Controller recommended']","[1079160, 268910, 937580, 913060, 391540, 774171, 531510, 504230, 400910, 261570, 1100140, 1043240, 716710, 568220, 1031480, 377860, 1043230, 1209490]"
2473,1083810,War Solution - Casual Math Game,Action,₹ 125,₹ 125,"16 Oct, 2019",YAW Studios,YAW Studios,Positive,19,Positive,19,0,"['Indie', 'Casual', 'Adventure', 'Education', '2D', 'Cartoony', 'Colorful', 'Cartoon', 'Replay Value', 'Puzzle', 'Medieval', 'PvP', '2.5D', 'Beautiful', 'Cute', 'Action', 'Relaxing', 'Family Friendly', 'Minigames', 'Funny']",,,['win'],"['Requires a 64-bit processor and operating system', 'OS: Win 7 - 64-bit', 'Processor: Intel Core I5', 'Memory: 4 GB RAM', 'Graphics: Radeon hd 6450', 'DirectX: Version 9.0', 'Storage: 500 MB available space', ""Additional Notes: To be able to play the game on 'Local Multi-Player', 02 controllers connected to your computer will be needed.""]",['Requires a 64-bit processor and operating system'],"[465100, 966320, 319870, 574560, 568320, 765870, 1183500, 739190, 700160, 555290, 581270, 1258480, 1090790, 663370, 1038280, 603700, 966000, 1126470]"
